X1,X2
0.5854220591764492,0.27351959268195064
-0.43349216977760957,-0.07796860613433257
0.4217555652811038,-0.1277372819005531
1.0593678701663543,1.2827532582409746
-0.8357499586463714,-0.7481617273375835
0.23556294086779409,0.228692602399108
-0.917042544481062,-0.9157851126498364
0.07285628419361735,0.15292801246817436
-0.89031225374794,-1.8075324724907575
-0.5361671275329938,-0.8135199873971019
-0.25425531194550294,-0.8507110942464976
0.5350731008268206,0.15750203312778777
0.44803267252751316,0.6496799939986921
-0.7333091414124702,-0.44721658397849745
-0.13602501505197745,0.05284627930098182
-0.3404065315297418,0.45066001536881517
0.6970055474577594,0.9555501436507572
-0.5737665345486743,-0.6739026420681906
0.002453972486582376,-0.2942781735709682
0.3864697362555301,0.2782907461401755
0.07769491083378674,0.580665100973581
0.182752712329674,-0.05011250563869234
-0.2591111154296638,-0.3657891542925193
-1.2228080861375692,-1.6098714394428286
-0.2732214292677542,-1.1164492669526358
0.41380761950713846,0.7413345586455302
-1.0640109422154023,-1.0324126230044366
0.04062906054603792,-0.37489148196372424
-0.2947834331643899,-0.9834294718661607
-0.6882210060548681,-1.2109606166269244
0.4024678120926731,0.12975560675566544
-0.42471360659026935,-0.12666715230653108
-0.6847083801811022,-1.1213539345089676
-0.1432967491552663,-0.16071369631828317
0.5335867145754662,0.47449903943222727
-0.43443208326021804,-0.299437297406871
-0.8153306190831336,-0.6495077395116376
1.106970557870769,0.8579387627573841
0.09434312487663825,0.07692739660186058
0.11013265407937099,0.5781439817335542
-0.806384931251701,-0.772541702861846
-0.8058406375764101,-1.2603248436010104
-0.07947277329442386,0.19088584233925338
0.11108790947062841,0.45080650357722557
-1.1046297212568343,-1.3932021617667132
-0.8323667818047408,-0.6135065402453516
-0.019947669484787673,-0.47981081537496334
0.21678680634548927,-0.16035533689814874
0.26574524244165326,0.6774848627199268
-0.32906207763139256,-0.32611271965507593
-0.6757737090431276,-0.20193773001677323
-0.09204612525765861,-1.0261977188084415
-0.07230956231969897,-0.1665213332504695
-0.43015129412919645,0.041971034909516904
-0.5180727975531079,-0.14263393849766406
0.29148702144832933,-0.1437934331069508
0.3441349611419716,0.15868992760059308
-0.5550103863660054,-0.8000603838845164
